timestamp,pv_power_kw,market_price_eur_per_mwh
2026-03-28T04:00:00+00:00,0,37
2026-03-28T05:00:00+00:00,0,38
2026-03-28T06:00:00+00:00,658,45
2026-03-28T07:00:00+00:00,1538,50
2026-03-28T08:00:00+00:00,2320,53
2026-03-28T09:00:00+00:00,2954,46
2026-03-28T10:00:00+00:00,3401,31
2026-03-28T11:00:00+00:00,3632,22
2026-03-28T12:00:00+00:00,3632,18
2026-03-28T13:00:00+00:00,3401,22
2026-03-28T14:00:00+00:00,2954,34
2026-03-28T15:00:00+00:00,2320,40
2026-03-28T16:00:00+00:00,1538,53
2026-03-28T17:00:00+00:00,658,65
2026-03-28T18:00:00+00:00,0,70
2026-03-28T19:00:00+00:00,0,73
2026-03-28T20:00:00+00:00,0,64
2026-03-28T21:00:00+00:00,0,51
2026-03-28T22:00:00+00:00,0,46
2026-03-28T23:00:00+00:00,0,40
2026-03-29T00:00:00+00:00,0,41
2026-03-29T01:00:00+00:00,0,38
2026-03-29T02:00:00+00:00,0,34
2026-03-29T03:00:00+00:00,0,30
2026-03-29T04:00:00+00:00,0,36
2026-03-29T05:00:00+00:00,0,40
2026-03-29T06:00:00+00:00,690,48
2026-03-29T07:00:00+00:00,1569,48
2026-03-29T08:00:00+00:00,2350,54
2026-03-29T09:00:00+00:00,2982,42
2026-03-29T10:00:00+00:00,3428,31
2026-03-29T11:00:00+00:00,3658,25
2026-03-29T12:00:00+00:00,3658,17
2026-03-29T13:00:00+00:00,3428,23
2026-03-29T14:00:00+00:00,2982,28
2026-03-29T15:00:00+00:00,2350,41
2026-03-29T16:00:00+00:00,1569,53
2026-03-29T17:00:00+00:00,690,65
2026-03-29T18:00:00+00:00,0,76
2026-03-29T19:00:00+00:00,0,73
2026-03-29T20:00:00+00:00,0,60
2026-03-29T21:00:00+00:00,0,51
2026-03-29T22:00:00+00:00,0,44
2026-03-29T23:00:00+00:00,0,38
2026-03-30T00:00:00+00:00,0,37
2026-03-30T01:00:00+00:00,0,37
2026-03-30T02:00:00+00:00,0,36
2026-03-30T03:00:00+00:00,0,33
2026-03-30T04:00:00+00:00,0,32
2026-03-30T05:00:00+00:00,0,41
2026-03-30T06:00:00+00:00,722,43
2026-03-30T07:00:00+00:00,1601,49
2026-03-30T08:00:00+00:00,2380,50
2026-03-30T09:00:00+00:00,3011,41
2026-03-30T10:00:00+00:00,3454,33
2026-03-30T11:00:00+00:00,3683,26
2026-03-30T12:00:00+00:00,3683,17
2026-03-30T13:00:00+00:00,3454,21
2026-03-30T14:00:00+00:00,3011,29
2026-03-30T15:00:00+00:00,2380,44
2026-03-30T16:00:00+00:00,1601,53
2026-03-30T17:00:00+00:00,722,61
2026-03-30T18:00:00+00:00,0,71
2026-03-30T19:00:00+00:00,0,73
2026-03-30T20:00:00+00:00,0,61
2026-03-30T21:00:00+00:00,0,54
2026-03-30T22:00:00+00:00,0,42
2026-03-30T23:00:00+00:00,0,38
2026-03-31T00:00:00+00:00,0,37
2026-03-31T01:00:00+00:00,0,33
2026-03-31T02:00:00+00:00,0,30
2026-03-31T03:00:00+00:00,0,35
2026-03-31T04:00:00+00:00,0,38
2026-03-31T05:00:00+00:00,0,40
2026-03-31T06:00:00+00:00,754,41
2026-03-31T07:00:00+00:00,1632,49
2026-03-31T08:00:00+00:00,2409,51
2026-03-31T09:00:00+00:00,3039,44
2026-03-31T10:00:00+00:00,3481,34
2026-03-31T11:00:00+00:00,3709,22
2026-03-31T12:00:00+00:00,3709,21
2026-03-31T13:00:00+00:00,3481,23
2026-03-31T14:00:00+00:00,3039,31
2026-03-31T15:00:00+00:00,2409,43
2026-03-31T16:00:00+00:00,1632,54
2026-03-31T17:00:00+00:00,754,62
2026-03-31T18:00:00+00:00,0,70
2026-03-31T19:00:00+00:00,0,70
2026-03-31T20:00:00+00:00,0,66
2026-03-31T21:00:00+00:00,0,55
2026-03-31T22:00:00+00:00,0,46
2026-03-31T23:00:00+00:00,0,43
